Rank,TICK,TICK_LON,Company,Market,Volyme,Market Cam,marketcap,PRICE,VOLUME,volumeavg,high52,change,IF VOL > 5XAVG -> TRUE,IF VOL > 10XAVG -> TRUE
,SYS,LON:SYS,SysGroup,FTSE AIM,30.50,14.9,14676380,"29,85",12800,35622,45,"1,35",FALSE,FALSE
610,DSM,LON:DSM,Downing Strategic Micro-Cap Investment Trust,FTSE Fledgling,32.00,14.9,14605401,"31,7",17025,172911,"5,91",0,FALSE,FALSE
,HEIQ,LON:HEIQ,Heiq,,8.82,14.9,17812442,"10,6",1513855,312699,23,"1,19",FALSE,FALSE
611,LMS,LON:LMS,LMS Capital,FTSE Fledgling,18.35,14.8,14369487,"17,8",5571,25985,"0,2",0,FALSE,FALSE
,STAR,LON:STAR,Star Energy Group,FTSE AIM,11.45,14.7,4976148,"9,47",491862,731889,"0,2",0,FALSE,FALSE
,CNN,LON:CNN,Caledonian Trust,FTSE AIM,125.00,14.7,14140284,120,30090,1474,174,5,TRUE,TRUE
,CMX,LON:CMX,Catalyst Media Group,FTSE AIM,70.00,14.7,14722420,66,29820,3843,166,-4,TRUE,FALSE
,DNM,LON:DNM,Dianomi,FTSE AIM,49.00,14.7,14848831,"49,45",10092,3569,82,"0,45",FALSE,FALSE
,REAT,LON:REAT,React Group,FTSE AIM,67.50,14.5,16487096,"76,5",26687,24072,"87,5","0,5",FALSE,FALSE
,PRES,LON:PRES,Pressure Technologies,FTSE AIM,37.50,14.5,14456881,"37,39",12700,43932,45,"-0,11",FALSE,FALSE
,GAL,LON:GAL,Galantas Gold Corp,FTSE AIM,12.50,14.5,18891403,"9,94",4725,26328,"43,51","0,06",FALSE,FALSE
,TRT,LON:TRT,Transense Technologies,FTSE AIM,95.00,14.5,19024850,125,8391,47701,"8,62","-0,11",FALSE,FALSE
,GENI,LON:GENI,Genincode,FTSE AIM,8.13,14.4,14643803,"8,28",30506,337379,"8,45","0,09",FALSE,FALSE
612,CFYN,LON:CFYN,Caffyns,FTSE Fledgling,525.00,14.4,13634060,481,30800,853,628,-19,TRUE,TRUE
,ARC,LON:ARC,Arcontech Group,FTSE AIM,106.50,14.2,13105353,98,23069,5228,"3,69","0,04",FALSE,FALSE
,GMET,LON:GMET,Golden Metal Resources,FTSE AIM,15.00,14.2,15218228,"15,05",76400,389857,"29,04","0,25",FALSE,FALSE
,SNG,LON:SNG,Synairgen,FTSE AIM,07.02,14.1,12952433,"6,43",93636,465428,"0,15",0,FALSE,FALSE
,QBT,LON:QBT,Quantum Blockchain Technologies,FTSE AIM,01.09,14.0,12575340,"0,97",1961206,6772399,"3,65","0,01",FALSE,FALSE
,GLR,LON:GLR,Galileo Resources,FTSE AIM,1.20,14.0,13016073,"1,12",15000,1859748,"1,4","0,02",FALSE,FALSE
,TIA,LON:TIA,Tialis Essential It,FTSE AIM,57.50,13.9,14533650,"63,9",7000,936,68,"3,9",TRUE,FALSE
,TRYB,LON:TRYB,Tribe Technology ORD 0.05P,FTSE AIM,6.25,13.9,13871740,6,280000,11911,"10,5","-0,25",TRUE,TRUE
,ONDO,LON:ONDO,Ondo Insurtech,,16.00,13.8,13774061,"16,25",1186367,413258,39,"1,75",FALSE,FALSE
,450,LON:450,450,FTSE AIM,02.05,13.8,14060665,"2,1",18792,5324,#N/A,#N/A,FALSE,FALSE
,DRV,LON:DRV,Driver Group,FTSE AIM,26.00,13.7,12322913,"23,23",41170,19863,"72,19","-1,22",FALSE,FALSE
,FDBK,LON:FDBK,Feedback,FTSE AIM,102.50,13.7,9334255,70,10372,7749,"152,92","-7,5",FALSE,FALSE
,PXS,LON:PXS,Provexis,FTSE AIM,0.60,13.6,12468826,"0,55",3578,1064787,"4,99",0,FALSE,FALSE
,DGI,LON:DGI,DG Innovate,,0.13,13.3,10384684,"0,1",91804017,82754177,"0,26",0,FALSE,FALSE
,HEX,LON:HEX,Helix Exploration,FTSE AIM,10.90,13.3,#N/A,"18,16",761582,3148258,"22,5","-0,9",FALSE,FALSE
,SVCT,LON:SVCT,Seneca Growth Capital VCT B,,60.50,13.3,14287070,"60,02",0,4083,"70,5","4,02",FALSE,FALSE
,ETP,LON:ETP,Eneraqua Technologies,FTSE AIM,40.00,13.3,13175892,"39,66",33583,40719,"269,94","0,66",FALSE,FALSE
,ORR,LON:ORR,Oriole Resources,FTSE AIM,0.34,13.2,11531784,"0,3",27831145,21551557,"0,57",0,FALSE,FALSE
,PEB,LON:PEB,Pebble Beach Systems Group,FTSE AIM,10.50,13.1,14173591,"11,38",63911,63237,"16,65","0,1",FALSE,FALSE
,CODE,LON:CODE,Northcoders Group,FTSE AIM,160.00,12.8,12017200,"142,2",28000,2511,"0,11",0,TRUE,TRUE
,MRIT,LON:MRIT,Merit Group,FTSE AIM,53.50,12.8,17152581,"71,6",14361,37841,75,"2,1",FALSE,FALSE
,ABDX,LON:ABDX,Abingdon Health,FTSE AIM,10.50,12.8,12164813,"9,6",42776,147607,"18,5","-0,6",FALSE,FALSE
,B90,LON:B90,B90 Holdings,FTSE AIM,2.90,12.7,12072380,"2,8",99988,96090,"8,8","0,05",FALSE,FALSE
,DCTA,LON:DCTA,Directa Plus,FTSE AIM,19.20,12.7,11876238,18,24174,51792,74,-1,FALSE,FALSE
,VCAP,LON:VCAP,Vector Capital,FTSE AIM,28.00,12.7,15383096,34,29971,39913,42,"1,5",FALSE,FALSE
,4GBL,LON:4GBL,4Global,FTSE AIM,48.00,12.6,12197734,"46,3",10305,24386,75,"-1,7",FALSE,FALSE
,MYX,LON:MYX,Mycelx Technologies Corp,FTSE AIM,55.00,12.6,12488890,"53,25",262920,17648,"77,9","-1,25",TRUE,TRUE
,TGP,LON:TGP,Tekmar Group,FTSE AIM,9.25,12.6,12790823,"9,4",131,114432,16,"0,15",FALSE,FALSE
,GDP,LON:GDP,Goldplat,FTSE AIM,7.50,12.6,13724617,"8,18",50,521258,"0,21",0,FALSE,FALSE
,PHC,LON:PHC,Plant Health Care,FTSE AIM,3.68,12.6,14738047,"4,41",125000,471787,"11,4","-0,04",FALSE,FALSE
,GV2O,LON:GV2O,Gresham House Renewable Energy VCT 2,,48.00,12.5,14536780,88,0,0,85,40,FALSE,FALSE
,TUN,LON:TUN,Tungsten West,FTSE AIM,6.25,12.5,9866288,"5,27",19450,926455,7,"-0,23",FALSE,FALSE
,CLA,LON:CLA,Celsius Resources Ltd,FTSE AIM,0.63,12.5,26707039,"0,6",4480000,338217,"1,45",0,TRUE,TRUE
,BELL,LON:BELL,Belluscura,FTSE AIM,7.50,12.4,16454690,10,55428,595535,52,"-0,25",FALSE,FALSE
,AIEA,LON:AIEA,Airea,FTSE AIM,32.00,12.3,13973638,"33,79",3368,14449,"37,55","0,79",FALSE,FALSE
,SSTY,LON:SSTY,Safestay,FTSE AIM,19.00,12.3,12935800,"20,8",93604,8412,0,0,TRUE,TRUE
,GV1O,LON:GV1O,Gresham House Renewable Energy VCT 1,,48.00,12.2,14192170,88,0,0,88,40,FALSE,FALSE
,TERN,LON:TERN,Tern,FTSE AIM,2.85,12.2,18325858,"4,13",708373,3765139,"13,23","0,07",FALSE,FALSE
,BLOE,LON:BLOE,Block Energy,FTSE AIM,1.68,12.2,11567922,"1,6",106161,3581754,2,"-0,05",FALSE,FALSE
,RTC,LON:RTC,RTC Group,FTSE AIM,82.50,12.1,14381285,"98,5",1293,18787,"8,83","-0,01",FALSE,FALSE
,ESYS,LON:ESYS,Essensys,FTSE AIM,18.25,11.8,11645958,18,93000,251488,56,"0,25",FALSE,FALSE
,ROAD,LON:ROAD,Roadside Real Estate,FTSE AIM,8.20,11.8,14039370,"8,5",29459,214388,"58,65","0,19",FALSE,FALSE
,ITIM,LON:ITIM,Itim Group,FTSE AIM,37.50,11.7,11391869,"36,5",7000,2251,"48,97","1,5",FALSE,FALSE
,SYN,LON:SYN,Synergia Energy Ltd,FTSE AIM,0.11,11.7,11359216,"0,11",3749000,64785154,"0,21",0,FALSE,FALSE
,BEM,LON:BEM,Beowulf Mining,FTSE AIM,0.60,11.7,14023364,"0,73",977241,1008927,"2,5",0,FALSE,FALSE
,KRPZ,LON:KRPZ,Kropz,FTSE AIM,1.25,11.5,12433500,"1,23",56000,8503,"5,38","-0,12",TRUE,FALSE
,CHLL,LON:CHLL,Chill Brands Group,,2.28,11.5,12793978,"2,53",525671,2102557,14,"0,03",FALSE,FALSE
613,GEMD,LON:GEMD,Gem Diamonds Ltd,FTSE Fledgling,8.26,11.5,18106270,"12,6",200011,211291,25,"-0,15",FALSE,FALSE
,UFO,LON:UFO,Alien Metals Ltd,FTSE AIM,0.18,11.5,11003580,"0,18",27358494,34336787,"20,5","0,51",FALSE,FALSE
,SCE,LON:SCE,Surface Transforms,FTSE AIM,3.25,11.4,5006092,"1,16",2682682,11107348,"37,17","-0,01",FALSE,FALSE
,PAT,LON:PAT,Panthera Resources,FTSE AIM,6.50,11.4,12686517,"7,23",91091,200716,"11,8","-0,27",FALSE,FALSE
,STX,LON:STX,Shield Therapeutics,FTSE AIM,1.43,11.2,15445612,"1,98",3483851,5451467,"101,26","2,7",FALSE,FALSE
,RQIH,LON:RQIH,R&Q Insurance Holdings Ltd,FTSE AIM,3.00,11.2,6582484,"1,77",34407,1795790,"62,8","0,05",FALSE,FALSE
,TV2H,LON:TV2H,Thames Ventures Vct 2 Healthcare,,47.50,11.2,#N/A,62,0,0,"67,5","14,5",FALSE,FALSE
,TM1,LON:TM1,Technology Minerals,,0.73,11.1,8002395,"0,52",3368194,7431584,"2,4","-0,01",FALSE,FALSE
,INHC,LON:INHC,Induction Healthcare Group,FTSE AIM,12.00,11.1,11537350,"11,6",140000,29840,"0,2",0,FALSE,FALSE
,TND,LON:TND,Tandem Group,FTSE AIM,202.00,11.1,9860464,"180,2",5329,963,260,"-4,8",TRUE,FALSE
,HUD,LON:HUD,Huddled Group,FTSE AIM,3.40,10.9,9647291,"3,01",148281,611041,"4,75","0,01",FALSE,FALSE
,KNB,LON:KNB,Kanabo Group,,1.70,10.8,12016131,"1,9",161710,362351,"3,2","0,15",FALSE,FALSE
,GRL,LON:GRL,GoldStone Resources Ltd,FTSE AIM,2.15,10.7,10686500,"2,3",0,0,"3,69",0,FALSE,FALSE
,KLSO,LON:KLSO,Kelso Group Holdings,,2.85,10.7,10609847,"2,83",1299050,216067,"3,59","-0,12",TRUE,FALSE
,MAC2,LON:MAC2,Marwyn Acquisition Company II Ltd,,100.00,10.6,#N/A,0,0,0,#N/A,#N/A,FALSE,FALSE
,IMC,LON:IMC,IMC Exploration Group,,1.55,10.6,8897163,"1,3",208866,145283,"3,67","-0,15",FALSE,FALSE
,BRES,LON:BRES,Blencowe Resources,,4.85,10.5,13239973,"6,1",1040394,721033,"6,5","0,14",FALSE,FALSE
,TIDE,LON:TIDE,Crimson Tide,FTSE AIM,160.00,10.5,9947769,"151,3",1000,7002,0,0,FALSE,FALSE
,PEN,LON:PEN,Pennant International Group,FTSE AIM,28.50,10.5,11064735,30,275748,50400,"348,67","5,27",TRUE,FALSE
,AVO,LON:AVO,Advanced Oncotherapy,FTSE AIM,1.92,10.4,9495040,"1,75",0,0,"13,99","0,12",FALSE,FALSE
,CORA,LON:CORA,Cora Gold Ltd,FTSE AIM,2.30,10.4,10369500,"2,22",2240672,273458,"3,98","-0,08",TRUE,FALSE
,EXR,LON:EXR,Engage Xr Holdings,FTSE AIM,1.95,10.2,,"1,85",242655,177783,"164,99","2,7",FALSE,FALSE
,TAND,LON:TAND,Tan Delta Systems,FTSE AIM,13.75,10.1,,13,3738,12927,32,"-0,5",FALSE,FALSE
,WHI,LON:WHI,WH Ireland Group,FTSE AIM,4.25,10.0,,"4,19",107044,13952,24,"0,19",TRUE,FALSE
,FINA,LON:FINA,Fintech Asia Limited,,50.00,9.9,,"49,68",0,0,50,0,FALSE,FALSE
,KRM,LON:KRM,KRM22,FTSE AIM,27.50,9.8,,25,41,10273,45,"-2,5",FALSE,FALSE
,BCE,LON:BCE,Beacon Energy,FTSE AIM,0.05,9.8,,"0,06",51977179,137290488,"47,67","0,22",FALSE,FALSE
,SWG,LON:SWG,Shearwater Group,FTSE AIM,41.00,9.8,,"45,35",10600,19854,"63,94","-1,15",FALSE,FALSE
,NGHT,LON:NGHT,Nightcap,FTSE AIM,4.15,9.7,,"4,05",1680,79100,12,"-0,2",FALSE,FALSE
,IKIV,LON:IKIV,Ikigai Ventures Limited,,46.50,9.6,,45,0,0,47,"-1,5",FALSE,FALSE
,PRM,LON:PRM,Proteome Sciences,FTSE AIM,3.25,9.6,,"3,01",850,224721,"8,1","0,18",FALSE,FALSE
,LBE,LON:LBE,Longboat Energy,FTSE AIM,16.75,9.6,,"18,2",12335,291862,"33,9","-0,3",FALSE,FALSE
,TON,LON:TON,Titon Holdings,FTSE AIM,85.00,9.6,,"82,6",12011,6110,"91,5","-2,4",FALSE,FALSE
,NAR,LON:NAR,Northamber,FTSE AIM,35.00,9.5,,"40,6",85,18650,"0,12",0,FALSE,FALSE
,CNSL,LON:CNSL,Cambridge Nutritional Sciences,FTSE AIM,4.00,9.5,,"3,88",186663,478289,"4,65","-0,04",FALSE,FALSE
,RGT,LON:RGT,Argent Biopharma Ltd,,21.00,9.5,,"21,15",379,2362,"11,08",0,FALSE,FALSE
,LLAI,LON:LLAI,Lunglife Ai Inc,FTSE AIM,31.00,9.5,,25,214788,26382,"142,1","-0,5",TRUE,FALSE
,BVX,LON:BVX,Bivictrix Therapeutics,FTSE AIM,11.50,9.5,,11,224000,15584,16,"-0,5",TRUE,TRUE
,ADA,LON:ADA,Adams,FTSE AIM,6.50,9.5,,"5,03",476,1,8,"-1,47",TRUE,TRUE
,OMIP,LON:OMIP,One Media iP Group,FTSE AIM,4.25,9.5,,"4,25",100,112963,"7,45",0,FALSE,FALSE
,CSSG,LON:CSSG,Croma Security Solutions Group,FTSE AIM,68.50,9.4,,"72,22",3360,4739,75,"-1,28",FALSE,FALSE
,TLY,LON:TLY,Totally,FTSE AIM,4.75,9.3,,"8,8",1445007,819029,"22,5","0,05",FALSE,FALSE
,EOG,LON:EOG,Europa Oil & Gas (Holdings),FTSE AIM,0.95,9.1,,"0,85",3792399,1681333,"139,67","-0,2",FALSE,FALSE
,IMM,LON:IMM,ImmuPharma,FTSE AIM,2.18,9.1,,"2,36",1608827,1555026,"0,36",0,FALSE,FALSE
,MIRI,LON:MIRI,Mirriad Advertising,FTSE AIM,1.85,9.1,,"1,25",1363144,6001932,"3,97","-0,12",FALSE,FALSE
,OMI,LON:OMI,Orosur Mining Inc,FTSE AIM,4.25,9.0,,"4,7",477706,1794680,"28,35","1,81",FALSE,FALSE
,NOG,LON:NOG,Nostrum Oil & Gas,,5.29,9.0,,"5,22",30,23863,"43,75","-0,07",FALSE,FALSE
,AFRN,LON:AFRN,Aferian,FTSE AIM,8.00,8.9,,"7,27",25105,46007,39,"-0,11",FALSE,FALSE
,ECOB,LON:ECOB,Eco Buildings Group,FTSE AIM,11.50,8.9,,10,454,21201,51,"-0,5",FALSE,FALSE
,LST,LON:LST,Light Science Technologies Holdings,FTSE AIM,2.65,8.8,,"2,9",258065,611507,"3,5","0,12",FALSE,FALSE
,CRU,LON:CRU,Coral Products,FTSE AIM,9.85,8.8,,"10,49",69623,100010,"18,49","-0,01",FALSE,FALSE
614,WCW,LON:WCW,Walker Crips Group,FTSE Fledgling,20.50,8.7,,23,23816,17781,27,"0,5",FALSE,FALSE
,XTR,LON:XTR,Xtract Resources,FTSE AIM,1.00,8.6,,"1,04",128779,1559041,"29,95",0,FALSE,FALSE
,ORCA,LON:ORCA,Orcadian Energy,FTSE AIM,10.75,8.5,,"11,29",3314,516984,"30,93","-0,34",FALSE,FALSE
,WSG,LON:WSG,Westminster Group,FTSE AIM,2.55,8.4,,"2,57",39877,4222344,"4,24","0,02",FALSE,FALSE
615,WINV,LON:WINV,Worsley Investors Ltd,FTSE Fledgling,24.80,8.4,,26,137800,2286,"16,74","0,04",TRUE,TRUE
,POLX,LON:POLX,Polarean Imaging,FTSE AIM,3.85,8.3,,"3,8",1293315,1338871,33,"-0,2",FALSE,FALSE
,COM,LON:COM,Comptoir Group,FTSE AIM,6.75,8.3,,"6,52",7838,27811,"31,16","-0,05",FALSE,FALSE
,NTBR,LON:NTBR,Northern Bear,FTSE AIM,59.00,8.1,,"58,11",41000,21999,67,"0,61",FALSE,FALSE
,LAS,LON:LAS,London & Associated Properties,,9.50,8.1,,"10,16",398,16956,18,"-0,84",FALSE,FALSE
,EST,LON:EST,East Star Resources,,3.70,8.1,,"3,83",1466618,3357166,"4,5","-0,02",FALSE,FALSE
,GDR,LON:GDR,Genedrive,FTSE AIM,5.63,8.1,,"1,98",7132440,5894744,"25,9","-0,54",FALSE,FALSE
,NWT,LON:NWT,Newmark Security,FTSE AIM,85.00,8.0,,"107,6",13757,4183,109,"7,6",FALSE,FALSE
,SDRY,LON:SDRY,Superdry,,08.04,8.0,,"6,85",396654,3487114,"87,1","-0,35",FALSE,FALSE
,BAR,LON:BAR,Brand Architekts Group,FTSE AIM,28.50,8.0,,"28,27",84,125595,"24,03","0,14",FALSE,FALSE
,HAYD,LON:HAYD,Haydale Graphene Industries,FTSE AIM,0.44,7.8,,"0,44",738602,2912618,"1,42",0,FALSE,FALSE
,ALK,LON:ALK,Alkemy Capital Investments,,87.50,7.7,,100,43246,30621,"57,18","-0,07",FALSE,FALSE
,TEAM,LON:TEAM,Team,FTSE AIM,19.50,7.7,,"18,86",336140,82882,"258,69","2,21",FALSE,FALSE
,NEO,LON:NEO,Neo Energy Metals,,0.55,7.7,,"0,61",130869,7580790,"21,22","0,28",FALSE,FALSE
,ATN,LON:ATN,Aterian,,0.70,7.6,,"0,6",44844,6348998,"1,49","-0,05",FALSE,FALSE
,FMET,LON:FMET,Fulcrum Metals,FTSE AIM,15.25,7.6,,15,799988,104492,"29,98","0,21",TRUE,FALSE
,FME,LON:FME,Future Metals Nl,FTSE AIM,1.53,7.6,,"1,3",457153,146218,"3,83","-0,03",FALSE,FALSE
,CRDL,LON:CRDL,Cordel Group,FTSE AIM,3.80,7.6,,"4,2",70,943645,"2,25","0,01",FALSE,FALSE
,GSCU,LON:GSCU,Great Southern Copper,,2.15,7.4,,"1,82",95396,128780,"3,8","-0,13",FALSE,FALSE
,SDX,LON:SDX,SDX Energy Inc,FTSE AIM,3.60,7.4,,"3,82",283334,493617,"6,3","0,02",FALSE,FALSE
,SYM,LON:SYM,Symphony Environmental Technologies,FTSE AIM,3.25,7.3,,"2,56",163514,104282,"64,14","3,32",FALSE,FALSE
,TST,LON:TST,Touchstar,FTSE AIM,87.50,7.2,7103319,"86,63","3366,00",11738,119,"-0,87",FALSE,FALSE
,KDNC,LON:KDNC,Cadence Minerals,FTSE AIM,3.55,7.0,,"3,62",100104,558046,"10,4","-0,03",FALSE,FALSE
,HSM,LON:HSM,Heath (Samuel) & Sons,FTSE AIM,275.00,7.0,,300,728,71,500,25,TRUE,TRUE
,TGR,LON:TGR,Tirupati Graphite,,5.60,7.0,,"4,28",475285,369267,"43,84","-0,22",FALSE,FALSE
,COBR,LON:COBR,Cobra Resources,,01.03,6.9,,"1,14",1167963,1373585,"1,54","0,06",FALSE,FALSE
,STG,LON:STG,Strip Tinning Holdings,FTSE AIM,37.50,6.8,,"44,1",5434,80482,"12,55","0,25",FALSE,FALSE
616,NBMI,LON:NBMI,NB Global Monthly Income Fund Ltd,FTSE Small Cap,52.20,6.8,,"60,53",16999,80712,"80,22","-0,27",FALSE,FALSE
,CRCL,LON:CRCL,Corcel,FTSE AIM,0.36,6.7,,"0,4",6491297,14626766,"0,2",0,FALSE,FALSE
,DKL,LON:DKL,Dekel Agri-Vision,FTSE AIM,1.20,6.7,,"1,2",629212,933534,"58,81","0,22",FALSE,FALSE
